season,week,game_id,bet_type,bet_line,pick,price,edge_pts,p_raw,won,p_cal
2019,11,2019_11_NYJ_WAS,spread,-1.0,WAS,-110,-3.14790597619296,0.4043332801588043,0,0.5668060752806513
2019,11,2019_11_NYJ_WAS,spread,1.0,NYJ,-110,-0.8494756594824058,0.4739499430605601,1,0.5668060752806513
2019,11,2019_11_NYJ_WAS,spread,1.0,WAS,-110,1.14790597619296,0.535181063204538,0,0.5668060752806513
2019,11,2019_11_PIT_CLE,spread,3.0,CLE,-110,1.1462264618211488,0.5351297227365381,1,0.5668060752806513
2019,11,2019_11_PIT_CLE,spread,3.0,PIT,-110,-4.846432545589737,0.3546477197173321,0,0.5668060752806513
2019,11,2019_11_PIT_CLE,spread,-3.0,CLE,-110,-7.146226461821149,0.29125924178986257,1,0.5668060752806513
2019,11,2019_11_PIT_CLE,spread,-3.0,CLE,-110,-1.153567454410263,0.4646458774330317,1,0.5668060752806513
2019,12,2019_12_DAL_NE,spread,5.5,DAL,-110,-9.843298643130435,0.2244719681540832,1,0.5668060752806513
2019,12,2019_12_DAL_NE,spread,5.5,NE,-110,1.1437936155799848,0.5350553529018972,0,0.5668060752806513
2019,12,2019_12_DEN_BUF,spread,3.5,BUF,-110,1.1448048606615204,0.5350862658672876,1,0.5668060752806513
2019,12,2019_12_DEN_BUF,spread,3.5,DEN,-110,-5.84700888228645,0.32643817678045817,0,0.5668060752806513
2019,12,2019_12_IND_HOU,spread,3.5,HOU,-110,1.1464545839437994,0.5351366961536236,0,0.5668060752806513
2019,12,2019_12_IND_HOU,spread,3.5,IND,-110,-5.845023990672993,0.32649323105690076,1,0.5668060752806513
2019,12,2019_12_JAX_TEN,spread,4.5,JAX,-110,-7.844924522431001,0.27310277794471,0,0.5668060752806513
2019,12,2019_12_JAX_TEN,spread,4.5,TEN,-110,1.1445286018676049,0.5350778208746347,1,0.5668060752806513
2019,12,2019_12_MIA_CLE,spread,11.0,CLE,-110,1.137414464868911,0.5348603424213754,1,0.5668060752806513
2019,12,2019_12_MIA_CLE,spread,11.0,MIA,-110,-20.836358115874834,0.054489764197664436,0,0.5668060752806513
2019,12,2019_12_BAL_LA,spread,3.5,LA,-110,-1.1468953498700376,0.46484983019624937,0,0.5668060752806513
